phase_gamme_id,gamme_id,numero_phase,designation,machine_id,outil_id,programme_id,temps_usinage_prevu,temps_reglage_prevu,exigence_technique
1369,303,3,Phase 3 - Fraisage,6,33,246,49,15,Profondeur ±0.05mm
1370,303,4,Phase 4 - Contrôle qualité,9,41,124,14,5,PDT 100%
1371,304,1,Phase 1 - Débit / Tronçonnage,1,107,34,11,2,Longueur ±1mm
1372,304,2,Phase 2 - Perçage,3,95,143,17,6,Taraudage M6
1373,304,3,Phase 3 - Contrôle qualité,3,78,275,15,4,
1374,305,1,Phase 1 - Réglement / Montage,4,144,350,4,20,Perpendicularité 0.02mm
1375,305,2,Phase 2 - Tournage,7,88,273,43,12,Surface Ra 1.6µm
1376,305,3,Phase 3 - Tournage,5,70,148,48,11,Cylindricité 0.02mm
1377,305,4,Phase 4 - Ébavurage,3,62,290,6,3,Rayon R0.2 max
1378,306,1,Phase 1 - Débit / Tronçonnage,3,133,347,9,4,Planarite 0.3mm
1379,306,2,Phase 2 - Fraisage,6,36,395,28,6,Planéité 0.02mm
1380,306,3,Phase 3 - Perçage,8,53,237,23,10,Perpendicularité 0.05mm
1381,306,4,Phase 4 - Tournage,5,64,106,48,15,Concentricité 0.01mm
1382,306,5,Phase 5 - Tournage,7,96,126,35,10,Concentricité 0.01mm
1383,306,6,Phase 6 - Contrôle qualité,8,138,175,9,4,PDT 100%
1384,307,1,Phase 1 - Débit / Tronçonnage,4,141,202,3,2,Longueur ±1mm
1385,307,2,Phase 2 - Perçage,8,127,233,22,6,Taraudage M6
1386,307,3,Phase 3 - Tournage,1,110,322,41,12,Surface Ra 1.6µm
1387,307,4,Phase 4 - Ébavurage,4,81,62,5,2,Pas d'arêtes vives
1388,308,1,Phase 1 - Débit / Tronçonnage,1,11,36,7,2,Planarite 0.3mm
1389,308,2,Phase 2 - Tournage,1,109,105,12,13,Surface Ra 1.6µm
1390,308,3,Phase 3 - Ébavurage,3,71,146,9,2,Pas d'arêtes vives
1391,309,1,Phase 1 - Débit / Tronçonnage,12,147,385,7,6,Planarite 0.3mm
1392,309,2,Phase 2 - Perçage,4,6,284,23,7,Perpendicularité 0.05mm
1393,309,3,Phase 3 - Tournage,7,53,278,49,3,Cylindricité 0.02mm
1394,309,4,Phase 4 - Ébavurage,6,70,249,4,1,Pas d'arêtes vives
1395,310,1,Phase 1 - Réglement / Montage,7,62,236,4,10,Parallélisme 0.01mm
1396,310,2,Phase 2 - Tournage,1,62,344,29,9,Diamètre ±0.01mm
1397,310,3,Phase 3 - Fraisage,6,26,42,36,14,Profondeur ±0.05mm
1398,310,4,Phase 4 - Fraisage,9,98,12,44,15,Planéité 0.02mm
1399,310,5,Phase 5 - Tournage,7,112,269,31,8,Surface Ra 1.6µm
1400,310,6,Phase 6 - Ébavurage,6,100,227,12,2,Rayon R0.2 max
1401,311,1,Phase 1 - Débit / Tronçonnage,2,97,87,15,5,Longueur ±1mm
1402,311,2,Phase 2 - Tournage,5,104,141,25,14,Concentricité 0.01mm
1403,311,3,Phase 3 - Rectification,4,121,13,29,6,Surface Ra 0.8µm
1404,311,4,Phase 4 - Ébavurage,1,100,293,8,3,Rayon R0.2 max
1405,312,1,Phase 1 - Débit / Tronçonnage,4,115,218,4,5,Planarite 0.3mm
1406,312,2,Phase 2 - Fraisage,9,94,134,40,5,Parallélisme 0.03mm
1407,312,3,Phase 3 - Tournage,10,133,307,43,15,Cylindricité 0.02mm
1408,312,4,Phase 4 - Perçage,11,94,25,12,3,Perpendicularité 0.05mm
1409,312,5,Phase 5 - Tournage,10,13,129,15,11,Concentricité 0.01mm
1410,312,6,Phase 6 - Ébavurage,10,37,224,7,2,Pas d'arêtes vives
1411,313,1,Phase 1 - Débit / Tronçonnage,5,134,35,6,8,Cote brute ±0.5mm
1412,313,2,Phase 2 - Fraisage,6,74,281,40,9,Parallélisme 0.03mm
1413,313,3,Phase 3 - Tournage,2,20,35,59,4,Concentricité 0.01mm
1414,313,4,Phase 4 - Perçage,4,137,64,19,10,Alésage H7
1415,313,5,Phase 5 - Perçage,4,137,96,12,2,Alésage H7
1416,313,6,Phase 6 - Contrôle qualité,10,132,11,6,5,Mesure 3 points
1417,314,1,Phase 1 - Débit / Tronçonnage,8,40,68,6,8,Planarite 0.3mm
1418,314,2,Phase 2 - Fraisage,9,119,126,39,5,Surface Ra 3.2µm
1419,314,3,Phase 3 - Perçage,4,11,35,17,4,Diamètre ±0.02mm
1420,314,4,Phase 4 - Tournage,10,126,347,58,9,Diamètre ±0.01mm
1421,314,5,Phase 5 - Contrôle qualité,8,134,182,17,8,Contrôle dimensionnel
1422,315,1,Phase 1 - Réglement / Montage,4,43,258,9,9,Centrage ±0.02mm
1423,315,2,Phase 2 - Tournage,10,95,153,17,12,Diamètre ±0.01mm
1424,315,3,Phase 3 - Fraisage,9,96,13,30,10,Parallélisme 0.03mm
1425,315,4,Phase 4 - Perçage,4,112,397,25,4,Taraudage M6
1426,315,5,Phase 5 - Contrôle qualité,5,78,203,12,3,PDT 100%
1427,316,1,Phase 1 - Réglement / Montage,8,65,250,8,19,
1428,316,2,Phase 2 - Fraisage,6,119,67,36,3,Parallélisme 0.03mm
1429,316,3,Phase 3 - Rectification,9,26,152,19,3,Parallélisme 0.01mm
1430,316,4,Phase 4 - Fraisage,9,111,40,48,7,Planéité 0.02mm
1431,316,5,Phase 5 - Contrôle qualité,11,123,21,20,2,Contrôle dimensionnel
1432,317,1,Phase 1 - Débit / Tronçonnage,10,130,85,3,2,Longueur ±1mm
1433,317,2,Phase 2 - Perçage,8,16,13,21,5,Alésage H7
1434,317,3,Phase 3 - Tournage,7,86,314,39,8,Concentricité 0.01mm
1435,317,4,Phase 4 - Tournage,1,133,300,17,10,Diamètre ±0.01mm
1436,317,5,Phase 5 - Fraisage,6,141,374,46,11,Surface Ra 3.2µm
1437,317,6,Phase 6 - Rectification,5,97,170,29,10,Parallélisme 0.01mm
1438,317,7,Phase 7 - Ébavurage,7,24,316,9,3,Rayon R0.2 max
1439,318,1,Phase 1 - Débit / Tronçonnage,1,78,7,5,3,
1440,318,2,Phase 2 - Fraisage,9,39,219,45,12,Planéité 0.02mm
1441,318,3,Phase 3 - Contrôle qualité,7,1,34,10,8,PDT 100%
1442,319,1,Phase 1 - Débit / Tronçonnage,8,17,113,10,3,
1443,319,2,Phase 2 - Tournage,7,88,316,56,8,Diamètre ±0.01mm
1444,319,3,Phase 3 - Contrôle qualité,10,148,286,15,7,Contrôle dimensionnel
1445,320,1,Phase 1 - Réglement / Montage,9,134,350,6,12,Parallélisme 0.01mm
1446,320,2,Phase 2 - Perçage,11,124,140,15,10,Alésage H7
1447,320,3,Phase 3 - Fraisage,9,14,303,29,15,Planéité 0.02mm
1448,320,4,Phase 4 - Tournage,2,143,115,60,6,Cylindricité 0.02mm
1449,320,5,Phase 5 - Ébavurage,5,26,358,11,5,Rayon R0.2 max
1450,321,1,Phase 1 - Débit / Tronçonnage,4,108,291,8,4,Cote brute ±0.5mm
1451,321,2,Phase 2 - Tournage,10,124,340,14,15,Concentricité 0.01mm
1452,321,3,Phase 3 - Contrôle qualité,1,112,208,18,3,
1453,322,1,Phase 1 - Débit / Tronçonnage,1,86,190,4,4,Longueur ±1mm
1454,322,2,Phase 2 - Fraisage,9,102,302,23,9,Profondeur ±0.05mm
1455,322,3,Phase 3 - Perçage,8,63,313,10,7,Perpendicularité 0.05mm
1456,322,4,Phase 4 - Fraisage,9,22,52,15,4,Surface Ra 3.2µm
1457,322,5,Phase 5 - Ébavurage,4,127,48,5,1,Pas d'arêtes vives
1458,323,1,Phase 1 - Débit / Tronçonnage,1,35,150,8,7,Planarite 0.3mm
1459,323,2,Phase 2 - Fraisage,6,11,85,29,8,Surface Ra 3.2µm
1460,323,3,Phase 3 - Tournage,10,22,21,49,3,Cylindricité 0.02mm
1461,323,4,Phase 4 - Contrôle qualité,4,126,56,13,6,Contrôle dimensionnel
1462,324,1,Phase 1 - Réglement / Montage,11,19,314,6,9,Centrage ±0.02mm
1463,324,2,Phase 2 - Fraisage,9,41,330,42,4,Profondeur ±0.05mm
1464,324,3,Phase 3 - Contrôle qualité,10,9,202,15,7,Mesure 3 points
1465,325,1,Phase 1 - Réglement / Montage,8,92,261,6,14,
1466,325,2,Phase 2 - Fraisage,6,80,342,30,6,Parallélisme 0.03mm
1467,325,3,Phase 3 - Fraisage,6,10,41,13,12,Surface Ra 3.2µm
1468,325,4,Phase 4 - Ébavurage,8,33,77,4,3,Rayon R0.2 max
1469,326,1,Phase 1 - Réglement / Montage,6,62,368,9,18,
1470,326,2,Phase 2 - Tournage,10,78,364,23,10,Surface Ra 1.6µm
1471,326,3,Phase 3 - Ébavurage,4,50,177,4,1,Pas d'arêtes vives
1472,327,1,Phase 1 - Réglement / Montage,10,100,96,9,19,
1473,327,2,Phase 2 - Perçage,8,116,69,15,8,Alésage H7
1474,327,3,Phase 3 - Rectification,6,48,4,13,7,
1475,327,4,Phase 4 - Tournage,5,38,22,18,6,Diamètre ±0.01mm
1476,327,5,Phase 5 - Contrôle qualité,7,47,214,6,8,PDT 100%
1477,328,1,Phase 1 - Réglement / Montage,3,96,173,2,8,
1478,328,2,Phase 2 - Perçage,4,55,76,15,10,Alésage H7
1479,328,3,Phase 3 - Fraisage,6,112,395,12,10,Planéité 0.02mm
1480,328,4,Phase 4 - Contrôle qualité,8,12,146,15,2,
1481,329,1,Phase 1 - Réglement / Montage,2,122,214,9,12,Perpendicularité 0.02mm
1482,329,2,Phase 2 - Perçage,4,116,136,14,2,Perpendicularité 0.05mm
1483,329,3,Phase 3 - Perçage,8,102,136,5,10,Perpendicularité 0.05mm
1484,329,4,Phase 4 - Tournage,7,62,204,10,9,Surface Ra 1.6µm
1485,329,5,Phase 5 - Contrôle qualité,10,138,280,18,2,Contrôle dimensionnel
1486,330,1,Phase 1 - Réglement / Montage,9,14,255,5,14,Centrage ±0.02mm
1487,330,2,Phase 2 - Perçage,11,144,372,15,4,Perpendicularité 0.05mm
1488,330,3,Phase 3 - Tournage,7,21,169,51,6,Diamètre ±0.01mm
1489,330,4,Phase 4 - Tournage,2,67,87,52,7,Concentricité 0.01mm
1490,330,5,Phase 5 - Ébavurage,4,53,374,5,3,Pas d'arêtes vives
1491,331,1,Phase 1 - Réglement / Montage,10,80,278,10,7,Centrage ±0.02mm
1492,331,2,Phase 2 - Rectification,2,1,123,10,7,Cylindricité 0.005mm
1493,331,3,Phase 3 - Tournage,7,87,63,42,15,Diamètre ±0.01mm
1494,331,4,Phase 4 - Contrôle qualité,8,72,43,16,8,PDT 100%
1495,332,1,Phase 1 - Débit / Tronçonnage,4,49,280,7,7,Cote brute ±0.5mm
1496,332,2,Phase 2 - Rectification,6,23,33,13,5,Parallélisme 0.01mm
1497,332,3,Phase 3 - Tournage,10,50,246,58,13,Concentricité 0.01mm
1498,332,4,Phase 4 - Tournage,7,111,54,42,15,Diamètre ±0.01mm
1499,332,5,Phase 5 - Ébavurage,7,124,397,12,1,
1500,333,1,Phase 1 - Débit / Tronçonnage,8,143,395,10,5,Planarite 0.3mm
1501,333,2,Phase 2 - Fraisage,6,11,19,38,6,Surface Ra 3.2µm
1502,333,3,Phase 3 - Fraisage,6,96,333,31,9,Surface Ra 3.2µm
1503,333,4,Phase 4 - Rectification,8,22,69,11,4,Cylindricité 0.005mm
1504,333,5,Phase 5 - Ébavurage,11,142,372,8,1,
1505,334,1,Phase 1 - Réglement / Montage,9,82,126,6,18,Perpendicularité 0.02mm
1506,334,2,Phase 2 - Tournage,1,15,154,52,5,Concentricité 0.01mm
1507,334,3,Phase 3 - Perçage,4,72,175,18,3,Alésage H7
1508,334,4,Phase 4 - Ébavurage,10,77,209,3,1,Rayon R0.2 max
1509,335,1,Phase 1 - Débit / Tronçonnage,2,36,269,12,6,Cote brute ±0.5mm
1510,335,2,Phase 2 - Fraisage,6,68,394,31,8,Surface Ra 3.2µm
1511,335,3,Phase 3 - Tournage,2,150,41,24,3,Concentricité 0.01mm
1512,335,4,Phase 4 - Ébavurage,11,139,41,11,5,
1513,336,1,Phase 1 - Réglement / Montage,11,77,52,8,6,Perpendicularité 0.02mm
1514,336,2,Phase 2 - Rectification,4,24,337,18,7,Surface Ra 0.8µm
1515,336,3,Phase 3 - Tournage,1,2,55,40,3,Diamètre ±0.01mm
1516,336,4,Phase 4 - Perçage,11,139,55,13,4,Perpendicularité 0.05mm
1517,336,5,Phase 5 - Ébavurage,5,48,333,12,1,
1518,337,1,Phase 1 - Réglement / Montage,8,56,374,4,10,Parallélisme 0.01mm
1519,337,2,Phase 2 - Rectification,1,134,140,26,6,
1520,337,3,Phase 3 - Contrôle qualité,1,111,109,17,3,Contrôle dimensionnel
1521,338,1,Phase 1 - Débit / Tronçonnage,4,106,297,7,4,Longueur ±1mm
1522,338,2,Phase 2 - Fraisage,6,108,131,48,10,Surface Ra 3.2µm
1523,338,3,Phase 3 - Rectification,4,49,383,16,5,Cylindricité 0.005mm
1524,338,4,Phase 4 - Perçage,3,64,68,6,5,Perpendicularité 0.05mm
1525,338,5,Phase 5 - Perçage,3,102,69,11,6,Diamètre ±0.02mm
1526,338,6,Phase 6 - Contrôle qualité,9,54,368,8,8,PDT 100%
1527,339,1,Phase 1 - Débit / Tronçonnage,3,53,229,5,3,Cote brute ±0.5mm
1528,339,2,Phase 2 - Perçage,8,106,194,21,6,Taraudage M6
1529,339,3,Phase 3 - Fraisage,6,53,200,32,6,Parallélisme 0.03mm
1530,339,4,Phase 4 - Ébavurage,10,112,26,7,1,Rayon R0.2 max
1531,340,1,Phase 1 - Débit / Tronçonnage,1,16,384,10,6,Planarite 0.3mm
1532,340,2,Phase 2 - Tournage,1,74,73,28,7,Cylindricité 0.02mm
1533,340,3,Phase 3 - Fraisage,6,122,391,43,4,Profondeur ±0.05mm
1534,340,4,Phase 4 - Fraisage,6,116,103,27,10,Profondeur ±0.05mm
1535,340,5,Phase 5 - Tournage,7,57,225,18,3,Cylindricité 0.02mm
1536,340,6,Phase 6 - Contrôle qualité,4,57,283,9,2,Contrôle dimensionnel
1537,341,1,Phase 1 - Réglement / Montage,11,66,354,3,13,Perpendicularité 0.02mm
1538,341,2,Phase 2 - Perçage,3,17,291,8,5,Alésage H7
1539,341,3,Phase 3 - Tournage,2,143,315,46,15,Cylindricité 0.02mm
1540,341,4,Phase 4 - Fraisage,6,39,11,30,15,Profondeur ±0.05mm
1541,341,5,Phase 5 - Contrôle qualité,1,124,100,10,2,Contrôle dimensionnel
1542,342,1,Phase 1 - Réglement / Montage,4,65,357,6,11,
1543,342,2,Phase 2 - Perçage,8,25,195,20,5,Perpendicularité 0.05mm
1544,342,3,Phase 3 - Tournage,5,92,242,58,6,Concentricité 0.01mm
1545,342,4,Phase 4 - Fraisage,9,144,9,14,4,Parallélisme 0.03mm
1546,342,5,Phase 5 - Ébavurage,1,53,240,9,5,
1547,343,1,Phase 1 - Débit / Tronçonnage,11,113,368,5,3,Longueur ±1mm
1548,343,2,Phase 2 - Tournage,1,10,132,10,12,Diamètre ±0.01mm
1549,343,3,Phase 3 - Tournage,5,116,108,15,8,Cylindricité 0.02mm
1550,343,4,Phase 4 - Fraisage,6,65,307,44,14,Parallélisme 0.03mm
1551,343,5,Phase 5 - Ébavurage,10,139,86,3,4,Pas d'arêtes vives
1552,344,1,Phase 1 - Réglement / Montage,3,26,46,10,12,Perpendicularité 0.02mm
1553,344,2,Phase 2 - Tournage,5,92,386,38,11,Cylindricité 0.02mm
1554,344,3,Phase 3 - Ébavurage,2,147,11,7,2,Pas d'arêtes vives
1555,345,1,Phase 1 - Réglement / Montage,7,12,376,4,11,Parallélisme 0.01mm
1556,345,2,Phase 2 - Tournage,5,118,32,52,10,Cylindricité 0.02mm
1557,345,3,Phase 3 - Fraisage,6,31,372,23,8,Planéité 0.02mm
1558,345,4,Phase 4 - Perçage,11,40,353,7,4,Taraudage M6
1559,345,5,Phase 5 - Fraisage,6,96,18,44,5,Profondeur ±0.05mm
1560,345,6,Phase 6 - Ébavurage,5,55,38,5,4,Pas d'arêtes vives
1561,346,1,Phase 1 - Débit / Tronçonnage,5,69,366,11,7,Planarite 0.3mm
1562,346,2,Phase 2 - Perçage,4,137,339,23,5,Taraudage M6
1563,346,3,Phase 3 - Ébavurage,6,114,143,8,3,
1564,347,1,Phase 1 - Débit / Tronçonnage,1,51,208,7,5,
1565,347,2,Phase 2 - Rectification,6,30,356,12,3,Cylindricité 0.005mm
1566,347,3,Phase 3 - Perçage,3,144,246,17,4,Diamètre ±0.02mm
1567,347,4,Phase 4 - Fraisage,6,33,124,13,11,Surface Ra 3.2µm
1568,347,5,Phase 5 - Ébavurage,11,22,174,11,5,Pas d'arêtes vives
1569,348,1,Phase 1 - Débit / Tronçonnage,3,141,70,5,2,
1570,348,2,Phase 2 - Fraisage,6,36,113,50,4,Parallélisme 0.03mm
1571,348,3,Phase 3 - Contrôle qualité,2,109,370,7,7,Contrôle dimensionnel
1572,349,1,Phase 1 - Débit / Tronçonnage,10,87,16,3,8,Cote brute ±0.5mm
1573,349,2,Phase 2 - Perçage,3,8,43,15,4,Diamètre ±0.02mm
1574,349,3,Phase 3 - Tournage,2,124,51,38,15,Concentricité 0.01mm
1575,349,4,Phase 4 - Tournage,10,7,369,19,8,Concentricité 0.01mm
1576,349,5,Phase 5 - Ébavurage,2,130,331,7,3,Rayon R0.2 max
1577,350,1,Phase 1 - Débit / Tronçonnage,11,38,308,13,6,
1578,350,2,Phase 2 - Tournage,10,20,78,21,15,Concentricité 0.01mm
1579,350,3,Phase 3 - Fraisage,6,81,195,40,3,Profondeur ±0.05mm
1580,350,4,Phase 4 - Fraisage,6,13,2,26,6,Profondeur ±0.05mm
1581,350,5,Phase 5 - Fraisage,9,23,186,43,7,Parallélisme 0.03mm
1582,350,6,Phase 6 - Ébavurage,6,32,121,9,2,Rayon R0.2 max
1583,351,1,Phase 1 - Réglement / Montage,3,95,339,2,16,Perpendicularité 0.02mm
1584,351,2,Phase 2 - Perçage,11,11,283,6,9,Diamètre ±0.02mm
1585,351,3,Phase 3 - Fraisage,6,106,309,49,11,Profondeur ±0.05mm
1586,351,4,Phase 4 - Contrôle qualité,1,135,95,9,2,PDT 100%
1587,352,1,Phase 1 - Débit / Tronçonnage,1,32,201,7,8,Cote brute ±0.5mm
1588,352,2,Phase 2 - Rectification,11,2,134,28,7,Cylindricité 0.005mm
1589,352,3,Phase 3 - Contrôle qualité,8,128,128,11,5,Mesure 3 points
1590,353,1,Phase 1 - Réglement / Montage,2,103,138,5,9,Centrage ±0.02mm
1591,353,2,Phase 2 - Tournage,7,76,372,20,11,Concentricité 0.01mm
1592,353,3,Phase 3 - Fraisage,6,6,125,36,15,Parallélisme 0.03mm
1593,353,4,Phase 4 - Ébavurage,11,111,110,4,3,Rayon R0.2 max
1594,354,1,Phase 1 - Débit / Tronçonnage,1,100,150,13,5,Longueur ±1mm
1595,354,2,Phase 2 - Fraisage,9,75,22,21,9,Parallélisme 0.03mm
1596,354,3,Phase 3 - Contrôle qualité,3,88,279,10,4,Mesure 3 points
1597,355,1,Phase 1 - Réglement / Montage,1,22,241,8,14,
1598,355,2,Phase 2 - Perçage,8,132,295,21,10,Diamètre ±0.02mm
1599,355,3,Phase 3 - Perçage,3,95,124,22,10,Perpendicularité 0.05mm
1600,355,4,Phase 4 - Perçage,8,85,372,9,9,Diamètre ±0.02mm
1601,355,5,Phase 5 - Contrôle qualité,3,10,149,6,8,Contrôle dimensionnel
1602,356,1,Phase 1 - Débit / Tronçonnage,7,54,392,8,3,Planarite 0.3mm
1603,356,2,Phase 2 - Fraisage,6,102,373,24,15,Parallélisme 0.03mm
1604,356,3,Phase 3 - Contrôle qualité,2,25,365,19,6,
1605,357,1,Phase 1 - Réglement / Montage,2,140,25,5,12,Centrage ±0.02mm
1606,357,2,Phase 2 - Fraisage,6,127,111,18,9,Planéité 0.02mm
1607,357,3,Phase 3 - Rectification,1,105,18,10,4,
1608,357,4,Phase 4 - Perçage,8,100,49,19,10,Taraudage M6
1609,357,5,Phase 5 - Contrôle qualité,11,3,6,10,3,PDT 100%
1610,358,1,Phase 1 - Réglement / Montage,1,28,172,8,8,Parallélisme 0.01mm
1611,358,2,Phase 2 - Perçage,3,63,353,17,7,Taraudage M6
1612,358,3,Phase 3 - Fraisage,9,68,374,28,12,Surface Ra 3.2µm
1613,358,4,Phase 4 - Contrôle qualité,4,1,318,11,5,Contrôle dimensionnel
1614,359,1,Phase 1 - Réglement / Montage,3,35,30,3,14,Centrage ±0.02mm
1615,359,2,Phase 2 - Perçage,8,28,277,14,5,Perpendicularité 0.05mm
1616,359,3,Phase 3 - Fraisage,9,88,14,47,5,Profondeur ±0.05mm
1617,359,4,Phase 4 - Ébavurage,5,56,311,12,5,Pas d'arêtes vives
1618,360,1,Phase 1 - Débit / Tronçonnage,8,71,172,8,5,Cote brute ±0.5mm
1619,360,2,Phase 2 - Tournage,1,76,67,43,11,Diamètre ±0.01mm
1620,360,3,Phase 3 - Rectification,1,94,323,8,8,Cylindricité 0.005mm
1621,360,4,Phase 4 - Fraisage,9,110,223,12,11,Surface Ra 3.2µm
1622,360,5,Phase 5 - Tournage,2,110,400,11,3,Cylindricité 0.02mm
1623,360,6,Phase 6 - Contrôle qualité,1,134,105,16,5,
1624,361,1,Phase 1 - Réglement / Montage,2,7,198,4,19,Centrage ±0.02mm
1625,361,2,Phase 2 - Tournage,2,26,90,59,6,Concentricité 0.01mm
1626,361,3,Phase 3 - Contrôle qualité,3,14,221,10,5,PDT 100%
1627,362,1,Phase 1 - Débit / Tronçonnage,8,109,391,11,7,Longueur ±1mm
1628,362,2,Phase 2 - Fraisage,9,75,384,12,4,Parallélisme 0.03mm
1629,362,3,Phase 3 - Tournage,10,2,271,38,15,Cylindricité 0.02mm
1630,362,4,Phase 4 - Fraisage,6,123,342,45,14,Parallélisme 0.03mm
1631,362,5,Phase 5 - Ébavurage,7,60,331,8,5,
1632,363,1,Phase 1 - Débit / Tronçonnage,2,95,232,14,7,Cote brute ±0.5mm
1633,363,2,Phase 2 - Fraisage,6,130,189,46,12,Surface Ra 3.2µm
1634,363,3,Phase 3 - Perçage,8,147,94,5,9,Alésage H7
1635,363,4,Phase 4 - Fraisage,6,104,388,48,14,Profondeur ±0.05mm
1636,363,5,Phase 5 - Contrôle qualité,6,97,400,14,8,
1637,364,1,Phase 1 - Débit / Tronçonnage,11,76,75,11,8,Planarite 0.3mm
1638,364,2,Phase 2 - Fraisage,6,38,170,46,4,Planéité 0.02mm
1639,364,3,Phase 3 - Tournage,10,80,292,49,15,Cylindricité 0.02mm
1640,364,4,Phase 4 - Contrôle qualité,7,28,95,12,4,Mesure 3 points
1641,365,1,Phase 1 - Réglement / Montage,4,104,289,10,6,
1642,365,2,Phase 2 - Fraisage,6,143,243,19,9,Surface Ra 3.2µm
1643,365,3,Phase 3 - Fraisage,9,8,329,38,5,Parallélisme 0.03mm
1644,365,4,Phase 4 - Tournage,2,134,311,24,8,Concentricité 0.01mm
1645,365,5,Phase 5 - Fraisage,6,144,388,11,7,Surface Ra 3.2µm
1646,365,6,Phase 6 - Rectification,4,31,73,30,9,Parallélisme 0.01mm
1647,365,7,Phase 7 - Ébavurage,5,104,303,8,5,
1648,366,1,Phase 1 - Débit / Tronçonnage,10,24,282,9,6,
1649,366,2,Phase 2 - Fraisage,6,56,8,45,10,Profondeur ±0.05mm
1650,366,3,Phase 3 - Tournage,2,49,271,30,12,Concentricité 0.01mm
1651,366,4,Phase 4 - Contrôle qualité,2,65,99,13,5,Mesure 3 points
1652,367,1,Phase 1 - Débit / Tronçonnage,10,131,140,13,2,Cote brute ±0.5mm
1653,367,2,Phase 2 - Perçage,4,123,386,12,2,Diamètre ±0.02mm
1654,367,3,Phase 3 - Perçage,11,101,200,7,2,Diamètre ±0.02mm
1655,367,4,Phase 4 - Perçage,11,129,104,7,3,Perpendicularité 0.05mm
1656,367,5,Phase 5 - Perçage,8,7,25,7,8,Diamètre ±0.02mm
1657,367,6,Phase 6 - Contrôle qualité,10,21,151,7,8,Contrôle dimensionnel
1658,368,1,Phase 1 - Débit / Tronçonnage,4,46,323,11,3,
1659,368,2,Phase 2 - Fraisage,6,13,374,33,6,Planéité 0.02mm
1660,368,3,Phase 3 - Ébavurage,8,113,227,12,3,Rayon R0.2 max
1661,369,1,Phase 1 - Débit / Tronçonnage,8,36,372,9,8,
1662,369,2,Phase 2 - Perçage,4,89,10,22,3,Taraudage M6
1663,369,3,Phase 3 - Perçage,11,99,25,10,3,Alésage H7
1664,369,4,Phase 4 - Tournage,10,137,135,14,6,Cylindricité 0.02mm
1665,369,5,Phase 5 - Ébavurage,7,23,68,8,3,
1666,370,1,Phase 1 - Réglement / Montage,7,89,206,3,19,Centrage ±0.02mm
1667,370,2,Phase 2 - Fraisage,6,43,348,16,4,Parallélisme 0.03mm
1668,370,3,Phase 3 - Tournage,1,57,385,37,6,Concentricité 0.01mm
1669,370,4,Phase 4 - Ébavurage,8,140,294,8,4,Pas d'arêtes vives
1670,371,1,Phase 1 - Débit / Tronçonnage,8,20,342,11,4,Planarite 0.3mm
1671,371,2,Phase 2 - Tournage,1,44,297,30,3,Cylindricité 0.02mm
1672,371,3,Phase 3 - Contrôle qualité,10,131,23,8,5,Contrôle dimensionnel
1673,372,1,Phase 1 - Débit / Tronçonnage,1,61,232,6,7,Planarite 0.3mm
1674,372,2,Phase 2 - Perçage,11,121,274,8,4,Taraudage M6
1675,372,3,Phase 3 - Perçage,11,132,88,10,3,Diamètre ±0.02mm
1676,372,4,Phase 4 - Perçage,3,126,302,22,4,Diamètre ±0.02mm
1677,372,5,Phase 5 - Contrôle qualité,10,133,215,10,6,Contrôle dimensionnel
1678,373,1,Phase 1 - Réglement / Montage,8,113,120,8,12,Parallélisme 0.01mm
1679,373,2,Phase 2 - Perçage,4,140,349,15,8,Diamètre ±0.02mm
1680,373,3,Phase 3 - Fraisage,9,6,253,47,11,Profondeur ±0.05mm
1681,373,4,Phase 4 - Ébavurage,2,117,245,3,4,Rayon R0.2 max
1682,374,1,Phase 1 - Débit / Tronçonnage,4,133,400,15,3,Cote brute ±0.5mm
1683,374,2,Phase 2 - Fraisage,6,97,277,19,4,Parallélisme 0.03mm
1684,374,3,Phase 3 - Tournage,5,84,346,20,4,Diamètre ±0.01mm
1685,374,4,Phase 4 - Contrôle qualité,9,94,8,15,6,
1686,375,1,Phase 1 - Réglement / Montage,9,68,208,4,7,Parallélisme 0.01mm
1687,375,2,Phase 2 - Tournage,10,36,168,46,9,Diamètre ±0.01mm
1688,375,3,Phase 3 - Perçage,3,143,303,22,6,Perpendicularité 0.05mm
1689,375,4,Phase 4 - Ébavurage,6,139,148,11,1,Pas d'arêtes vives
1690,376,1,Phase 1 - Débit / Tronçonnage,1,85,18,12,7,Longueur ±1mm
1691,376,2,Phase 2 - Fraisage,9,65,260,28,13,Parallélisme 0.03mm
1692,376,3,Phase 3 - Tournage,10,87,377,49,11,Surface Ra 1.6µm
1693,376,4,Phase 4 - Fraisage,9,89,232,50,11,Profondeur ±0.05mm
1694,376,5,Phase 5 - Rectification,1,113,47,19,5,Cylindricité 0.005mm
1695,376,6,Phase 6 - Contrôle qualité,4,115,200,20,3,Mesure 3 points
1696,377,1,Phase 1 - Débit / Tronçonnage,12,116,141,9,8,Cote brute ±0.5mm
1697,377,2,Phase 2 - Rectification,2,119,254,27,10,
1698,377,3,Phase 3 - Contrôle qualité,6,148,224,20,7,Mesure 3 points
1699,378,1,Phase 1 - Réglement / Montage,5,82,265,5,20,Centrage ±0.02mm
1700,378,2,Phase 2 - Perçage,8,135,1,17,4,Perpendicularité 0.05mm
1701,378,3,Phase 3 - Fraisage,9,8,340,33,15,Profondeur ±0.05mm
